rank,university,country,raw_name,canonical_name,cluster
24,Zhejiang University,China,Physics,Physics,Physics & Astronomy
24,Zhejiang University,China,Statistics,Statistics,Mathematics
24,Zhejiang University,China,Automation,Systems Engineering,Engineering – Other
25,University of Toronto,Canada,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
25,University of Toronto,Canada,Applied Mathematics,Applied Mathematics,Mathematics
25,University of Toronto,Canada,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
25,University of Toronto,Canada,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
25,University of Toronto,Canada,Chemistry,Chemistry,Chemistry
25,University of Toronto,Canada,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
25,University of Toronto,Canada,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
25,University of Toronto,Canada,Computer Science,Computer Science,CS & AI
25,University of Toronto,Canada,Data Science,Data Science,CS & AI
25,University of Toronto,Canada,Electrical & Computer Engineering,Electrical Engineering,Engineering – Electrical & Computer
25,University of Toronto,Canada,Engineering Science,Engineering (General),Engineering – Other
25,University of Toronto,Canada,Materials Science,Materials Science,Engineering – Chemical & Materials
25,University of Toronto,Canada,Mathematics,Mathematics,Mathematics
25,University of Toronto,Canada,Mechanical & Industrial Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
25,University of Toronto,Canada,Physics,Physics,Physics & Astronomy
25,University of Toronto,Canada,Statistics,Statistics,Mathematics
26,Imperial College London,UK,Aeronautics,Aerospace Engineering,Engineering – Mechanical & Aerospace
26,Imperial College London,UK,Artificial Intelligence,Artificial Intelligence,CS & AI
26,Imperial College London,UK,Biochemistry & Biotechnology,Biochemistry,Chemistry
26,Imperial College London,UK,Bioengineering,Biomedical Engineering,Engineering – Biomedical
26,Imperial College London,UK,Computational Statistics & Machine Learning,CS & AI,CS & AI
26,Imperial College London,UK,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
26,Imperial College London,UK,Chemistry,Chemistry,Chemistry
26,Imperial College London,UK,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
26,Imperial College London,UK,Computing,Computer Science,CS & AI
26,Imperial College London,UK,Data Science,Data Science,CS & AI
26,Imperial College London,UK,Geosciences,Earth Sciences,Earth & Environmental Sciences
26,Imperial College London,UK,Electrical & Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
26,Imperial College London,UK,Design Engineering,Engineering (General),Engineering – Other
26,Imperial College London,UK,Energy,Environmental Engineering,Engineering – Civil & Environmental
26,Imperial College London,UK,Materials Science,Materials Science,Engineering – Chemical & Materials
26,Imperial College London,UK,Mathematics & Statistics,Mathematics,Mathematics
26,Imperial College London,UK,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
26,Imperial College London,UK,Physics,Physics,Physics & Astronomy
26,Washington University in St. Louis,US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
26,Washington University in St. Louis,US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
26,Washington University in St. Louis,US,Chemistry,Chemistry,Chemistry
26,Washington University in St. Louis,US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
26,Washington University in St. Louis,US,Computational & Systems Biology,Computational Biology,Computational Biology & Bioinformatics
26,Washington University in St. Louis,US,Computer Science,Computer Science,CS & AI
26,Washington University in St. Louis,US,Data Science & AI,Data Science,CS & AI
26,Washington University in St. Louis,US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
26,Washington University in St. Louis,US,Materials Science,Materials Science,Engineering – Chemical & Materials
26,Washington University in St. Louis,US,Mathematics,Mathematics,Mathematics
26,Washington University in St. Louis,US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
26,Washington University in St. Louis,US,Physics,Physics,Physics & Astronomy
26,Washington University in St. Louis,US,Statistics,Statistics,Mathematics
28,New York University (NYU),US,Applied Mathematics,Applied Mathematics,Mathematics
28,New York University (NYU),US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
28,New York University (NYU),US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
28,New York University (NYU),US,Chemistry,Chemistry,Chemistry
28,New York University (NYU),US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
28,New York University (NYU),US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
28,New York University (NYU),US,Computer Science,Computer Science,CS & AI
28,New York University (NYU),US,Data Science,Data Science,CS & AI
28,New York University (NYU),US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
28,New York University (NYU),US,Mathematics,Mathematics,Mathematics
28,New York University (NYU),US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
28,New York University (NYU),US,Neural Science,Neuroscience,Computational Biology & Bioinformatics
28,New York University (NYU),US,Physics,Physics,Physics & Astronomy
28,New York University (NYU),US,Statistics,Statistics,Mathematics
29,Rockefeller University,US,Chemical Biology,Biochemistry,Chemistry
29,Rockefeller University,US,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
29,Rockefeller University,US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
29,Rockefeller University,US,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
30,Shanghai Jiao Tong University,China,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
30,Shanghai Jiao Tong University,China,Artificial Intelligence,Artificial Intelligence,CS & AI
30,Shanghai Jiao Tong University,China,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
30,Shanghai Jiao Tong University,China,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
30,Shanghai Jiao Tong University,China,Chemistry,Chemistry,Chemistry
30,Shanghai Jiao Tong University,China,Computer Science & Engineering,Computer Science,CS & AI
30,Shanghai Jiao Tong University,China,Data Science,Data Science,CS & AI
30,Shanghai Jiao Tong University,China,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
30,Shanghai Jiao Tong University,China,Naval Architecture & Ocean Engineering,Engineering (General),Engineering – Other
30,Shanghai Jiao Tong University,China,Environmental Engineering,Environmental Engineering,Engineering – Civil & Environmental
30,Shanghai Jiao Tong University,China,Materials Science,Materials Science,Engineering – Chemical & Materials
30,Shanghai Jiao Tong University,China,Mathematics,Mathematics,Mathematics
30,Shanghai Jiao Tong University,China,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
30,Shanghai Jiao Tong University,China,Physics,Physics,Physics & Astronomy
30,Shanghai Jiao Tong University,China,Statistics,Statistics,Mathematics
30,Shanghai Jiao Tong University,China,Automation,Systems Engineering,Engineering – Other
31,Northwestern University,US,Applied Mathematics,Applied Mathematics,Mathematics
31,Northwestern University,US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
31,Northwestern University,US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
31,Northwestern University,US,Chemistry,Chemistry,Chemistry
31,Northwestern University,US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
31,Northwestern University,US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
31,Northwestern University,US,Computer Science,Computer Science,CS & AI
31,Northwestern University,US,Data Science,Data Science,CS & AI
31,Northwestern University,US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
31,Northwestern University,US,Industrial Engineering & Management Sciences,Industrial Engineering,Engineering – Other
31,Northwestern University,US,Materials Science & Engineering,Materials Science,Engineering – Chemical & Materials
31,Northwestern University,US,Mathematics,Mathematics,Mathematics
31,Northwestern University,US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
31,Northwestern University,US,Operations Research,Operations Research,Mathematics
31,Northwestern University,US,Physics & Astronomy,Physics,Physics & Astronomy
31,Northwestern University,US,Statistics,Statistics,Mathematics
31,The University of Tokyo,Japan,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
31,The University of Tokyo,Japan,Mathematical Engineering & Information Physics,Applied Mathematics,Mathematics
31,The University of Tokyo,Japan,Astronomy,Astrophysics,Physics & Astronomy
31,The University of Tokyo,Japan,Bioengineering,Biomedical Engineering,Engineering – Biomedical
31,The University of Tokyo,Japan,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
31,The University of Tokyo,Japan,Chemistry,Chemistry,Chemistry
31,The University of Tokyo,Japan,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
31,The University of Tokyo,Japan,Information Science,Computer Science,CS & AI
31,The University of Tokyo,Japan,Earth & Planetary Science,Earth Sciences,Earth & Environmental Sciences
31,The University of Tokyo,Japan,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
31,The University of Tokyo,Japan,Materials Science,Materials Science,Engineering – Chemical & Materials
31,The University of Tokyo,Japan,Mathematics,Mathematics,Mathematics
31,The University of Tokyo,Japan,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
31,The University of Tokyo,Japan,Physics,Physics,Physics & Astronomy
31,The University of Tokyo,Japan,Statistics,Statistics,Mathematics
33,"University of Michigan, Ann Arbor",US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
33,"University of Michigan, Ann Arbor",US,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
33,"University of Michigan, Ann Arbor",US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
33,"University of Michigan, Ann Arbor",US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
33,"University of Michigan, Ann Arbor",US,Chemistry,Chemistry,Chemistry
33,"University of Michigan, Ann Arbor",US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
33,"University of Michigan, Ann Arbor",US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
33,"University of Michigan, Ann Arbor",US,Computer Science,Computer Science,CS & AI
33,"University of Michigan, Ann Arbor",US,Data Science,Data Science,CS & AI
33,"University of Michigan, Ann Arbor",US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
33,"University of Michigan, Ann Arbor",US,Industrial & Operations Engineering,Industrial Engineering,Engineering – Other
33,"University of Michigan, Ann Arbor",US,Materials Science & Engineering,Materials Science,Engineering – Chemical & Materials
33,"University of Michigan, Ann Arbor",US,Mathematics,Mathematics,Mathematics
33,"University of Michigan, Ann Arbor",US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
33,"University of Michigan, Ann Arbor",US,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
33,"University of Michigan, Ann Arbor",US,Nuclear Engineering,Nuclear Engineering,Engineering – Other
33,"University of Michigan, Ann Arbor",US,Physics,Physics,Physics & Astronomy
33,"University of Michigan, Ann Arbor",US,Statistics,Statistics,Mathematics
34,PSL University,France,Astrophysics & Space Sciences,Astrophysics,Physics & Astronomy
34,PSL University,France,Chemistry,Chemistry,Chemistry
34,PSL University,France,Computer Science,Computer Science,CS & AI
34,PSL University,France,Data Science & AI,Data Science,CS & AI
34,PSL University,France,Environmental & Earth Sciences,Earth Sciences,Earth & Environmental Sciences
34,PSL University,France,Economics,Interdisciplinary Sciences,Interdisciplinary
34,PSL University,France,Materials Science,Materials Science,Engineering – Chemical & Materials
34,PSL University,France,Mathematics,Mathematics,Mathematics
34,PSL University,France,Computational Neuroscience,Neuroscience,Computational Biology & Bioinformatics
34,PSL University,France,Physics,Physics,Physics & Astronomy
34,PSL University,France,Statistics,Statistics,Mathematics
35,University of Copenhagen,Denmark,Actuarial Mathematics,Actuarial Science,Mathematics
35,University of Copenhagen,Denmark,Mathematical Modelling,Applied Mathematics,Mathematics
35,University of Copenhagen,Denmark,Astronomy,Astrophysics,Physics & Astronomy
35,University of Copenhagen,Denmark,Biochemistry,Biochemistry,Chemistry
35,University of Copenhagen,Denmark,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
35,University of Copenhagen,Denmark,Chemistry,Chemistry,Chemistry
35,University of Copenhagen,Denmark,Computer Science,Computer Science,CS & AI
35,University of Copenhagen,Denmark,Data Science,Data Science,CS & AI
35,University of Copenhagen,Denmark,Environmental & Natural Resource Economics,Interdisciplinary Sciences,Interdisciplinary
35,University of Copenhagen,Denmark,Nanoscience,Materials Science,Engineering – Chemical & Materials
35,University of Copenhagen,Denmark,Mathematics,Mathematics,Mathematics
35,University of Copenhagen,Denmark,Physics,Physics,Physics & Astronomy
35,University of Copenhagen,Denmark,Statistics,Statistics,Mathematics
36,"University of Wisconsin, Madison",US,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
36,"University of Wisconsin, Madison",US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
36,"University of Wisconsin, Madison",US,Chemical & Biological Engineering,Chemical Engineering,Engineering – Chemical & Materials
36,"University of Wisconsin, Madison",US,Chemistry,Chemistry,Chemistry
36,"University of Wisconsin, Madison",US,Civil & Environmental Engineering,Civil Engineering,Engineering – Civil & Environmental
36,"University of Wisconsin, Madison",US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
36,"University of Wisconsin, Madison",US,Computer Sciences,Computer Science,CS & AI
36,"University of Wisconsin, Madison",US,Data Science,Data Science,CS & AI
36,"University of Wisconsin, Madison",US,Atmospheric & Oceanic Sciences,Earth Sciences,Earth & Environmental Sciences
36,"University of Wisconsin, Madison",US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
36,"University of Wisconsin, Madison",US,Industrial & Systems Engineering,Industrial Engineering,Engineering – Other
36,"University of Wisconsin, Madison",US,Materials Science,Materials Science,Engineering – Chemical & Materials
36,"University of Wisconsin, Madison",US,Mathematics,Mathematics,Mathematics
36,"University of Wisconsin, Madison",US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
36,"University of Wisconsin, Madison",US,Nuclear Engineering,Nuclear Engineering,Engineering – Other
36,"University of Wisconsin, Madison",US,Physics,Physics,Physics & Astronomy
36,"University of Wisconsin, Madison",US,Statistics,Statistics,Mathematics
37,The University of Edinburgh,UK,Artificial Intelligence,Artificial Intelligence,CS & AI
37,The University of Edinburgh,UK,Astrophysics,Astrophysics,Physics & Astronomy
37,The University of Edinburgh,UK,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
37,The University of Edinburgh,UK,Biomedical Sciences,Biomedical Engineering,Engineering – Biomedical
37,The University of Edinburgh,UK,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
37,The University of Edinburgh,UK,Chemistry,Chemistry,Chemistry
37,The University of Edinburgh,UK,Civil & Environmental Engineering,Civil Engineering,Engineering – Civil & Environmental
37,The University of Edinburgh,UK,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
37,The University of Edinburgh,UK,Computer Science,Computer Science,CS & AI
37,The University of Edinburgh,UK,Data Science,Data Science,CS & AI
37,The University of Edinburgh,UK,Earth Sciences & Environment,Earth Sciences,Earth & Environmental Sciences
37,The University of Edinburgh,UK,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
37,The University of Edinburgh,UK,Mathematics,Mathematics,Mathematics
37,The University of Edinburgh,UK,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
37,The University of Edinburgh,UK,Cognitive Science,Neuroscience,Computational Biology & Bioinformatics
37,The University of Edinburgh,UK,Physics & Astronomy,Physics,Physics & Astronomy
37,The University of Edinburgh,UK,Statistics,Statistics,Mathematics
38,The University of Melbourne,Australia,Actuarial Science,Actuarial Science,Mathematics
38,The University of Melbourne,Australia,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
38,The University of Melbourne,Australia,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
38,The University of Melbourne,Australia,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
38,The University of Melbourne,Australia,Chemistry,Chemistry,Chemistry
38,The University of Melbourne,Australia,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
38,The University of Melbourne,Australia,Computer Science,Computer Science,CS & AI
38,The University of Melbourne,Australia,Data Science,Data Science,CS & AI
38,The University of Melbourne,Australia,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
38,The University of Melbourne,Australia,Mathematics & Statistics,Mathematics,Mathematics
38,The University of Melbourne,Australia,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
38,The University of Melbourne,Australia,Physics,Physics,Physics & Astronomy
39,"University of North Carolina, Chapel Hill",US,Bioinformatics & Computational Biology,Bioinformatics,Computational Biology & Bioinformatics
39,"University of North Carolina, Chapel Hill",US,Chemistry,Chemistry,Chemistry
39,"University of North Carolina, Chapel Hill",US,Computer Science,Computer Science,CS & AI
39,"University of North Carolina, Chapel Hill",US,Environmental Sciences,Earth Sciences,Earth & Environmental Sciences
39,"University of North Carolina, Chapel Hill",US,Applied Sciences,Engineering (General),Engineering – Other
39,"University of North Carolina, Chapel Hill",US,Mathematics,Mathematics,Mathematics
39,"University of North Carolina, Chapel Hill",US,Computational Neuroscience,Neuroscience,Computational Biology & Bioinformatics
39,"University of North Carolina, Chapel Hill",US,Physics,Physics,Physics & Astronomy
39,"University of North Carolina, Chapel Hill",US,Statistics & Operations Research,Statistics,Mathematics
40,University of Science and Technology of China (USTC),China,Astronomy,Astrophysics,Physics & Astronomy
40,University of Science and Technology of China (USTC),China,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
40,University of Science and Technology of China (USTC),China,Chemistry,Chemistry,Chemistry
40,University of Science and Technology of China (USTC),China,Computer Science & Technology,Computer Science,CS & AI
40,University of Science and Technology of China (USTC),China,Earth & Space Sciences,Earth Sciences,Earth & Environmental Sciences
40,University of Science and Technology of China (USTC),China,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
40,University of Science and Technology of China (USTC),China,Materials Science,Materials Science,Engineering – Chemical & Materials
40,University of Science and Technology of China (USTC),China,Mathematics,Mathematics,Mathematics
40,University of Science and Technology of China (USTC),China,Nuclear Physics,Nuclear Engineering,Engineering – Other
40,University of Science and Technology of China (USTC),China,Physics,Physics,Physics & Astronomy
40,University of Science and Technology of China (USTC),China,Statistics,Statistics,Mathematics
40,University of Science and Technology of China (USTC),China,Automation,Systems Engineering,Engineering – Other
41,Fudan University,China,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
41,Fudan University,China,Chemistry,Chemistry,Chemistry
41,Fudan University,China,Biomedicine,Computational Biology,Computational Biology & Bioinformatics
41,Fudan University,China,Computer Science,Computer Science,CS & AI
41,Fudan University,China,Data Science,Data Science,CS & AI
41,Fudan University,China,Environmental Science,Earth Sciences,Earth & Environmental Sciences
41,Fudan University,China,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
41,Fudan University,China,Materials Science,Materials Science,Engineering – Chemical & Materials
41,Fudan University,China,Mathematics,Mathematics,Mathematics
41,Fudan University,China,Physics,Physics,Physics & Astronomy
41,Fudan University,China,Statistics,Statistics,Mathematics
42,University of Munich (LMU),Germany,Astrophysics,Astrophysics,Physics & Astronomy
42,University of Munich (LMU),Germany,Biochemistry,Biochemistry,Chemistry
42,University of Munich (LMU),Germany,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
42,University of Munich (LMU),Germany,Chemistry,Chemistry,Chemistry
42,University of Munich (LMU),Germany,Computer Science,Computer Science,CS & AI
42,University of Munich (LMU),Germany,Data Science,Data Science,CS & AI
42,University of Munich (LMU),Germany,Earth Sciences,Earth Sciences,Earth & Environmental Sciences
42,University of Munich (LMU),Germany,Mathematics,Mathematics,Mathematics
42,University of Munich (LMU),Germany,Computational Neuroscience,Neuroscience,Computational Biology & Bioinformatics
42,University of Munich (LMU),Germany,Physics,Physics,Physics & Astronomy
42,University of Munich (LMU),Germany,Statistics,Statistics,Mathematics
43,Sorbonne University,France,Astrophysics,Astrophysics,Physics & Astronomy
43,Sorbonne University,France,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
43,Sorbonne University,France,Chemistry,Chemistry,Chemistry
43,Sorbonne University,France,Computer Science,Computer Science,CS & AI
43,Sorbonne University,France,Data Science,Data Science,CS & AI
43,Sorbonne University,France,Oceanography,Earth Sciences,Earth & Environmental Sciences
43,Sorbonne University,France,Mathematics,Mathematics,Mathematics
43,Sorbonne University,France,Computational Neuroscience,Neuroscience,Computational Biology & Bioinformatics
43,Sorbonne University,France,Physics,Physics,Physics & Astronomy
43,Sorbonne University,France,Statistics,Statistics,Mathematics
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Life Sciences Engineering,Biomedical Engineering,Engineering – Biomedical
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Chemistry & Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Computer Science,Computer Science,CS & AI
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Data Science,Data Science,CS & AI
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Electrical & Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Microengineering,Engineering (General),Engineering – Other
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Environmental Sciences & Engineering,Environmental Engineering,Engineering – Civil & Environmental
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Materials Science & Engineering,Materials Science,Engineering – Chemical & Materials
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Mathematics,Mathematics,Mathematics
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Physics,Physics,Physics & Astronomy
44,EPFL (École Polytechnique Fédérale de Lausanne),Switzerland,Robotics,Systems Engineering,Engineering – Other
45,Technical University of Munich (TUM),Germany,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
45,Technical University of Munich (TUM),Germany,Robotics & Autonomous Systems,Artificial Intelligence,CS & AI
45,Technical University of Munich (TUM),Germany,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
45,Technical University of Munich (TUM),Germany,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
45,Technical University of Munich (TUM),Germany,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
45,Technical University of Munich (TUM),Germany,Chemistry,Chemistry,Chemistry
45,Technical University of Munich (TUM),Germany,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
45,Technical University of Munich (TUM),Germany,Computational Mechanics,Computational Science,CS & AI
45,Technical University of Munich (TUM),Germany,Computer Science,Computer Science,CS & AI
45,Technical University of Munich (TUM),Germany,Data Engineering & Analytics,Data Science,CS & AI
45,Technical University of Munich (TUM),Germany,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
45,Technical University of Munich (TUM),Germany,Materials Science,Materials Science,Engineering – Chemical & Materials
45,Technical University of Munich (TUM),Germany,Mathematics,Mathematics,Mathematics
45,Technical University of Munich (TUM),Germany,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
45,Technical University of Munich (TUM),Germany,Physics,Physics,Physics & Astronomy
45,Technical University of Munich (TUM),Germany,Statistics,Statistics,Mathematics
46,Duke University,US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
46,Duke University,US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
46,Duke University,US,Chemistry,Chemistry,Chemistry
46,Duke University,US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
46,Duke University,US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
46,Duke University,US,Computer Science,Computer Science,CS & AI
46,Duke University,US,Data Science,Data Science,CS & AI
46,Duke University,US,Electrical & Computer Engineering,Electrical Engineering,Engineering – Electrical & Computer
46,Duke University,US,Environmental Engineering,Environmental Engineering,Engineering – Civil & Environmental
46,Duke University,US,Materials Science,Materials Science,Engineering – Chemical & Materials
46,Duke University,US,Mathematics,Mathematics,Mathematics
46,Duke University,US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
46,Duke University,US,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
46,Duke University,US,Physics,Physics,Physics & Astronomy
46,Duke University,US,Statistical Science,Statistics,Mathematics
46,Kyoto University,Japan,Astronomy,Astrophysics,Physics & Astronomy
46,Kyoto University,Japan,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
46,Kyoto University,Japan,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
46,Kyoto University,Japan,Chemistry,Chemistry,Chemistry
46,Kyoto University,Japan,Computer Science,Computer Science,CS & AI
46,Kyoto University,Japan,Earth & Planetary Sciences,Earth Sciences,Earth & Environmental Sciences
46,Kyoto University,Japan,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
46,Kyoto University,Japan,Materials Science,Materials Science,Engineering – Chemical & Materials
46,Kyoto University,Japan,Mathematics,Mathematics,Mathematics
46,Kyoto University,Japan,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
46,Kyoto University,Japan,Nuclear Engineering,Nuclear Engineering,Engineering – Other
46,Kyoto University,Japan,Physics,Physics,Physics & Astronomy
46,The University of Manchester,UK,Actuarial Science & Mathematics,Actuarial Science,Mathematics
46,The University of Manchester,UK,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
46,The University of Manchester,UK,Artificial Intelligence,Artificial Intelligence,CS & AI
46,The University of Manchester,UK,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
46,The University of Manchester,UK,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
46,The University of Manchester,UK,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
46,The University of Manchester,UK,Chemistry,Chemistry,Chemistry
46,The University of Manchester,UK,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
46,The University of Manchester,UK,Computer Science,Computer Science,CS & AI
46,The University of Manchester,UK,Data Science,Data Science,CS & AI
46,The University of Manchester,UK,Electrical & Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
46,The University of Manchester,UK,Materials Science,Materials Science,Engineering – Chemical & Materials
46,The University of Manchester,UK,Mathematics,Mathematics,Mathematics
46,The University of Manchester,UK,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
46,The University of Manchester,UK,Physics & Astronomy,Physics,Physics & Astronomy
46,The University of Manchester,UK,Statistics,Statistics,Mathematics
49,The University of Texas at Austin,US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
49,The University of Texas at Austin,US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
49,The University of Texas at Austin,US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
49,The University of Texas at Austin,US,Chemistry,Chemistry,Chemistry
49,The University of Texas at Austin,US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
49,The University of Texas at Austin,US,Computational Engineering,Computational Science,CS & AI
49,The University of Texas at Austin,US,Computer Science,Computer Science,CS & AI
49,The University of Texas at Austin,US,Data Science,Data Science,CS & AI
49,The University of Texas at Austin,US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
49,The University of Texas at Austin,US,Petroleum Engineering,Engineering (General),Engineering – Other
49,The University of Texas at Austin,US,Materials Science,Materials Science,Engineering – Chemical & Materials
49,The University of Texas at Austin,US,Mathematics,Mathematics,Mathematics
49,The University of Texas at Austin,US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
49,The University of Texas at Austin,US,Operations Research,Operations Research,Mathematics
49,The University of Texas at Austin,US,Physics,Physics,Physics & Astronomy
49,The University of Texas at Austin,US,Statistics & Scientific Computation,Statistics,Mathematics
